"drug","library","arm","drug_regulation","Term","Overlap","P.value","Adjusted.P.value","Combined.Score","Genes"
"8-hydroxyquinoline","DSigDB","UP","assoc","8-HYDROXYQUINOLINE CTD 00007045","2/239",0.537232041102879,0.892312445951992,0.694836959059872,"IGFBP1;ESM1"
"decabromodiphenyl","DSigDB","UP","assoc","Decabromodiphenyl oxide CTD 00000574","1/104",0.543866072137421,0.899470811611889,0.783668133648281,"SPDYC"
"beta-carotene","DSigDB","UP","assoc","beta-carotene CTD 00007253","1/104",0.543866072137421,0.899470811611889,0.783668133648281,"HOXC10"
"magnesium","DSigDB","UP","assoc","MAGNESIUM BOSS","1/105",0.547304949580397,0.901306448883462,0.768061723279694,"IGFBP1"
"l-arginine","DSigDB","UP","assoc","L-arginine BOSS","1/105",0.547304949580397,0.901306448883462,0.768061723279694,"IGFBP1"
"dasatinib","DSigDB","UP","assoc","Dasatinib BOSS","1/106",0.550718072249174,0.905001672868069,0.752862230729084,"IGFBP1"
"1,10-phenanthroline","DSigDB","UP","assoc","1,10-phenanthroline CTD 00001181","1/107",0.554105631596663,0.906718306249084,0.738055996492957,"MMP8"
"9,10-phenanthrenequinone","DSigDB","UP","assoc","9,10-Phenanthrenequinone CTD 00000222","1/107",0.554105631596663,0.906718306249084,0.738055996492957,"NPSR1"
"clomipramine","DSigDB","UP","assoc","clomipramine PC3 DOWN","1/108",0.557467817832854,0.910295550638458,0.723629930638681,"PRAME"
"celecoxib","DSigDB","UP","assoc","celecoxib BOSS","1/109",0.560804819708212,0.912107027807508,0.709571484778776,"MMP3"
"medroxyprogesterone","DSigDB","UP","assoc","Medroxyprogesterone acetate CTD 00006623","3/389",0.560934037773093,0.912107027807508,0.594964034650436,"IGFBP1;NPSR1;HOXA11"
"hematoxylin","DSigDB","UP","assoc","HEMATOXYLIN BOSS","2/251",0.563797738393327,0.912594913450447,0.60960292024928,"IGFBP1;MMP3"
"butyric","DSigDB","UP","assoc","butyric acid BOSS","1/110",0.56411682476824,0.912594913450447,0.695868624652279,"IGFBP1"
"hexachlorophene","DSigDB","UP","assoc","hexachlorophene","1/111",0.567404018851771,0.912594913450447,0.682509805917088,"HTR2C"
"pioglitazone","DSigDB","UP","assoc","Pioglitazone CTD 00002515","1/111",0.567404018851771,0.912594913450447,0.682509805917088,"SLCO1B3"
"thymidine","DSigDB","UP","assoc","thymidine BOSS","1/111",0.567404018851771,0.912594913450447,0.682509805917088,"IGFBP1"
"apigenin","DSigDB","UP","assoc","apigenin CTD 00007429","1/112",0.570666586705447,0.912594913450447,0.669483948964383,"NPSR1"
"buflomedil","DSigDB","UP","assoc","buflomedil PC3 UP","1/112",0.570666586705447,0.912594913450447,0.669483948964383,"SSX1"
"beta-levulose","DSigDB","UP","assoc","beta-Levulose BOSS","1/112",0.570666586705447,0.912594913450447,0.669483948964383,"IGFBP1"
"mitoxantrone","DSigDB","UP","assoc","mitoxantrone CTD 00006345","2/255",0.572408925124986,0.913493831024205,0.58397598647027,"COL11A1;MAGEA6"
"ethylene","DSigDB","UP","assoc","ETHYLENE GLYCOL BOSS","1/116",0.583474239881795,0.92923675240434,0.620503615278083,"IGFBP1"
"ethylene","DSigDB","UP","assoc","Ethylene dimethacrylate BOSS","1/118",0.589735009661575,0.937279050262956,0.597753782733344,"IGFBP1"
"nandrolone","DSigDB","UP","assoc","Nandrolone phenpropionate BOSS","1/119",0.592830249536587,0.939244140763142,0.586783103040521,"IGFBP1"
"premarin","DSigDB","UP","assoc","Premarin CTD 00005926","2/265",0.593398430017024,0.939244140763142,0.525241192623566,"MMP3;HOXC13"
"staurosporine","DSigDB","UP","assoc","staurosporine TTD 00011086","1/121",0.598951309210783,0.946098598630911,0.565609853306459,"NPSR1"
"cycloheximide","DSigDB","UP","assoc","cycloheximide BOSS","1/122",0.601977473130805,0.948942085953652,0.55539203696771,"IGFBP1"
"arsenic","DSigDB","UP","assoc","ARSENIC BOSS","1/123",0.604980953737634,0.951738329660425,0.545410397131897,"IGFBP1"
"selenium","DSigDB","UP","assoc","SELENIUM BOSS","1/124",0.60796191996169,0.954487882455067,0.53565799449055,"IGFBP1"
"oxiglutatione","DSigDB","UP","assoc","oxiglutatione BOSS","1/125",0.610920539401407,0.957191290479127,0.526128141983069,"FEZF1"
"citric","DSigDB","UP","assoc","citric acid BOSS","1/126",0.613856978413518,0.959239833094357,0.516814393671165,"IGFBP1"
"daidzein","DSigDB","UP","assoc","daidzein CTD 00000166","1/127",0.616771402248865,0.959239833094357,0.50771053410457,"IBSP"
"solanine","DSigDB","UP","assoc","solanine HL60 UP","1/127",0.616771402248865,0.959239833094357,0.50771053410457,"APOA2"
"oxotremorine","DSigDB","UP","assoc","Oxotremorine BOSS","1/128",0.619663974867156,0.959239833094357,0.498810568768154,"IGFBP1"
"alpha-galnac","DSigDB","UP","assoc","alpha-GalNAc BOSS","1/128",0.619663974867156,0.959239833094357,0.498810568768154,"FEZF1"
"l-histidine","DSigDB","UP","assoc","L-histidine BOSS","1/128",0.619663974867156,0.959239833094357,0.498810568768154,"FEZF1"
"rosiglitazone","DSigDB","UP","assoc","rosiglitazone BOSS","1/129",0.62253485903861,0.959844583457936,0.490108714522158,"IGFBP1"
"trichostatin","DSigDB","UP","assoc","trichostatin A BOSS","1/129",0.62253485903861,0.959844583457936,0.490108714522158,"MMP3"
"docosahexaenoic","DSigDB","UP","assoc","Docosahexaenoic acid BOSS","1/131",0.628212206787294,0.966672461338698,0.473277211198341,"IGFBP1"
"1-methyl-3-nitro-1-nitrosoguanidine","DSigDB","UP","assoc","1-Methyl-3-nitro-1-nitrosoguanidine CTD 00006318","1/132",0.631018989802208,0.967583542222822,0.465136974890384,"WNT2"
"lanatoside","DSigDB","UP","assoc","lanatoside C PC3 DOWN","1/133",0.633804723394019,0.967583542222822,0.457173659249914,"HOXA11"
"isoproterenol","DSigDB","UP","assoc","isoproterenol BOSS","1/133",0.633804723394019,0.967583542222822,0.457173659249914,"IGFBP1"
"acrylamide","DSigDB","UP","assoc","ACRYLAMIDE BOSS","1/133",0.633804723394019,0.967583542222822,0.457173659249914,"FEZF1"
"primaquine","DSigDB","UP","assoc","primaquine PC3 UP","3/434",0.635227815746701,0.967847105094383,0.417244675496971,"ALPP;SAGE1;SSX1"
"3,4-dichloroaniline","DSigDB","UP","assoc","3,4-DICHLOROANILINE CTD 00000754","1/135",0.639313668266785,0.968353775417792,0.44175854790447,"MUC16"
"9001-31-4","DSigDB","UP","assoc","9001-31-4 BOSS","1/135",0.639313668266785,0.968353775417792,0.44175854790447,"IGFBP1"
"retinol","DSigDB","UP","assoc","retinol BOSS","1/135",0.639313668266785,0.968353775417792,0.44175854790447,"IGFBP1"
"chlortetracycline","DSigDB","UP","assoc","chlortetracycline HL60 UP","2/289",0.640627250812133,0.968448226813654,0.410186961346458,"CGB5;CTAG2"
"ethene","DSigDB","UP","assoc","Ethene BOSS","1/136",0.642037189650912,0.968687689648745,0.434297534391419,"FEZF1"
"4-hydroxytamoxifen","DSigDB","UP","assoc","4-Hydroxytamoxifen CTD 00000850","4/586",0.644212470704037,0.970078701021254,0.398844501443909,"IGFBP1;NPSR1;HOXC13;WNT2"
"3-methylcholanthrene","DSigDB","UP","assoc","3-methylcholanthrene CTD 00006310","2/297",0.655389152764969,0.972416215124923,0.3784927969152,"HOXC11;HOXC10"
"diuron","DSigDB","UP","assoc","diuron CTD 00005864","1/143",0.660538268075225,0.972416215124923,0.386279984370907,"MUC16"
"cadmium","DSigDB","UP","assoc","CADMIUM BOSS","1/143",0.660538268075225,0.972416215124923,0.386279984370907,"FEZF1"
"genistein","DSigDB","UP","assoc","genistein BOSS","1/143",0.660538268075225,0.972416215124923,0.386279984370907,"IGFBP1"
"atorvastatin","DSigDB","UP","assoc","atorvastatin BOSS","1/143",0.660538268075225,0.972416215124923,0.386279984370907,"IGFBP1"
"zuclopenthixol","DSigDB","UP","assoc","zuclopenthixol PC3 UP","2/301",0.662588292101607,0.972416215124923,0.363699725347903,"SAGE1;SSX1"
"ouabain","DSigDB","UP","assoc","ouabain PC3 DOWN","1/144",0.663102555572851,0.972416215124923,0.37997561491806,"HOXA11"
"cadmium","DSigDB","UP","assoc","Cadmium sulfate CTD 00001745","1/144",0.663102555572851,0.972416215124923,0.37997561491806,"EPYC"
"lycorine","DSigDB","UP","assoc","lycorine PC3 DOWN","2/302",0.66436924910047,0.972416215124923,0.36010499940758,"PRAME;HOXA11"
"titanium","DSigDB","UP","assoc","TITANIUM DIOXIDE CTD 00000489","1/145",0.665647600597259,0.972416215124923,0.373799451924097,"IBSP"
"kojic","DSigDB","UP","assoc","kojic acid CTD 00000624","2/313",0.683466869578659,0.972416215124923,0.323111839452309,"MAGEC2;SSX1"
"5-fluorouracil","DSigDB","UP","assoc","5-Fluorouracil CTD 00005987","8/1202",0.686048146603479,0.972416215124923,0.331692270967937,"MAGEA12;EPYC;MMP3;MAGEA2;MAGEA6;HOXC11;ACTL8;MAGEA4"
"n-nitrosodiethylamine","DSigDB","UP","assoc","N-NITROSODIETHYLAMINE CTD 00005817","1/157",0.694738387449643,0.972416215124923,0.308593495406497,"IGFBP1"
"pyruvic","DSigDB","UP","assoc","Pyruvic acid BOSS","1/158",0.697045953489592,0.972416215124923,0.303820856251772,"IGFBP1"
"oleic","DSigDB","UP","assoc","oleic acid BOSS","1/159",0.699336191216753,0.972416215124923,0.29913880491133,"IGFBP1"
"sorafenib","DSigDB","UP","assoc","Sorafenib tosylate BOSS","1/160",0.701609229939575,0.972416215124923,0.294545212788559,"IGFBP1"
"pregnenolone","DSigDB","UP","assoc","pregnenolone PC3 DOWN","2/325",0.703284796531673,0.972416215124923,0.287564815018059,"MAGEA6;MAGEA3"
"eugenol","DSigDB","UP","assoc","eugenol CTD 00005949","1/161",0.703865197889487,0.972416215124923,0.290038012497686,"IBSP"
"phorbol","DSigDB","UP","assoc","Phorbol 12-myristate 13-acetate CTD 00006852","3/483",0.705753377162021,0.972416215124923,0.287000008257165,"IBSP;MMP3;MMP8"
"decitabine","DSigDB","UP","assoc","Decitabine CTD 00000750","12/1800",0.707474916527159,0.972416215124923,0.303978754994906,"LEFTY1;MAGEA12;ALPP;COL11A1;MAGEA1;MAGEA9B;CTAG2;MAGEA6;MAGEA10;MAGEA3;MAGEA4;SSX1"
"sulfamonomethoxine","DSigDB","UP","assoc","sulfamonomethoxine HL60 UP","2/328",0.708076531526164,0.972416215124923,0.279379258891899,"SAGE1;SSX1"
"ammonia","DSigDB","UP","assoc","ammonia BOSS","1/163",0.708326430127143,0.972416215124923,0.281274810193238,"FEZF1"
"strophanthidin","DSigDB","UP","assoc","strophanthidin PC3 DOWN","1/164",0.710531946219516,0.972416215124923,0.277014960277267,"HOXA11"
"clorgiline","DSigDB","UP","assoc","Clorgiline CTD 00005690","1/167",0.717049586251073,0.972416215124923,0.264700445018141,"MAGEA3"
"estrone","DSigDB","UP","assoc","Estrone sulfate BOSS","1/167",0.717049586251073,0.972416215124923,0.264700445018141,"IGFBP1"
"forskolin","DSigDB","UP","assoc","forskolin BOSS","1/168",0.719189572526271,0.972416215124923,0.260744809284926,"IGFBP1"
"diphenylpyraline","DSigDB","UP","assoc","diphenylpyraline BOSS","1/168",0.719189572526271,0.972416215124923,0.260744809284926,"FEZF1"
"tobramycin","DSigDB","UP","assoc","tobramycin PC3 DOWN","1/169",0.721313480799398,0.972416215124923,0.256860989935921,"SSX1"
"bicalutamide","DSigDB","UP","assoc","bicalutamide CTD 00002279","1/170",0.723421431111701,0.972416215124923,0.253047384285955,"IGFBP1"
"staurosporine","DSigDB","UP","assoc","staurosporine CTD 00007273","1/170",0.723421431111701,0.972416215124923,0.253047384285955,"NPSR1"
"cefoxitin","DSigDB","UP","assoc","cefoxitin HL60 UP","1/171",0.72551354249767,0.972416215124923,0.24930243328228,"SSX1"
"hydroquinone","DSigDB","UP","assoc","hydroquinone CTD 00001535","1/172",0.727589933247922,0.972416215124923,0.245624619820807,"MMP3"
"medrysone","DSigDB","UP","assoc","medrysone HL60 UP","2/341",0.728104455657461,0.972416215124923,0.246793039941249,"GAGE2E;SSX1"
"l-aspartic","DSigDB","UP","assoc","L-aspartic acid BOSS","1/173",0.729650720649831,0.972416215124923,0.242012467679181,"IGFBP1"
"parthenolide","DSigDB","UP","assoc","parthenolide PC3 DOWN","1/174",0.731696021218693,0.972416215124923,0.238464539973938,"HOXA11"
"aldosterone","DSigDB","UP","assoc","ALDOSTERONE BOSS","1/176",0.735740623360017,0.972416215124923,0.23155580033682,"IGFBP1"
"dimethyl","DSigDB","UP","assoc","dimethyl sulfoxide BOSS","1/177",0.737740153647112,0.972416215124923,0.228192300823678,"IGFBP1"
"palmitic","DSigDB","UP","assoc","palmitic acid BOSS","1/177",0.737740153647112,0.972416215124923,0.228192300823678,"IGFBP1"
"calcium","DSigDB","UP","assoc","CALCIUM CTD 00005559","1/178",0.739724654251903,0.972416215124923,0.224887648597527,"ALPP"
"o,p'-ddt","DSigDB","UP","assoc","O,P'-DDT CTD 00000838","1/178",0.739724654251903,0.972416215124923,0.224887648597527,"MAGEA3"
"dutp","DSigDB","UP","assoc","dUTP BOSS","1/179",0.741694237626006,0.972416215124923,0.221640585885884,"IGFBP1"
"digoxin","DSigDB","UP","assoc","digoxin PC3 DOWN","1/180",0.74364901514145,0.972416215124923,0.218449887746253,"HOXA11"
"histamine","DSigDB","UP","assoc","histamine BOSS","1/180",0.74364901514145,0.972416215124923,0.218449887746253,"HTR2C"
"corticosterone","DSigDB","UP","assoc","CORTICOSTERONE BOSS","1/180",0.74364901514145,0.972416215124923,0.218449887746253,"IGFBP1"
"folic","DSigDB","UP","assoc","folic acid BOSS","1/181",0.745589097168085,0.972416215124923,0.215314360982411,"IGFBP1"
"hemin","DSigDB","UP","assoc","hemin BOSS","1/181",0.745589097168085,0.972416215124923,0.215314360982411,"WNT2"
"hydrogen","DSigDB","UP","assoc","hydrogen sulfide BOSS","1/181",0.745589097168085,0.972416215124923,0.215314360982411,"FEZF1"
"l-leucine","DSigDB","UP","assoc","L-leucine BOSS","1/182",0.747514593610893,0.972416215124923,0.212232842651785,"IGFBP1"
"bilirubin","DSigDB","UP","assoc","bilirubin BOSS","1/182",0.747514593610893,0.972416215124923,0.212232842651785,"IGFBP1"
"propidium","DSigDB","UP","assoc","PROPIDIUM BOSS","1/182",0.747514593610893,0.972416215124923,0.212232842651785,"IGFBP1"
"5,6-benzoflavone","DSigDB","UP","assoc","5,6-BENZOFLAVONE CTD 00007276","1/182",0.747514593610893,0.972416215124923,0.212232842651785,"IGFBP1"
"velcade(bortezomib)","DSigDB","UP","assoc","Velcade(Bortezomib) BOSS","1/183",0.74942561330498,0.972416215124923,0.209204199738222,"IGFBP1"
"crotonaldehyde","DSigDB","UP","assoc","CROTONALDEHYDE CTD 00000669","1/184",0.75132226443448,0.972416215124923,0.206227327845709,"MMP3"
"copper(ii)","DSigDB","UP","assoc","Copper(II) chloride CTD 00001408","1/184",0.75132226443448,0.972416215124923,0.206227327845709,"MAGEA2"
"copper","DSigDB","UP","assoc","COPPER BOSS","1/184",0.75132226443448,0.972416215124923,0.206227327845709,"IGFBP1"
"methane","DSigDB","UP","assoc","methane BOSS","1/186",0.755072889322826,0.972416215124923,0.200424618627599,"IGFBP1"
"l-alanine","DSigDB","UP","assoc","L-alanine BOSS","1/186",0.755072889322826,0.972416215124923,0.200424618627599,"IGFBP1"
"methanol","DSigDB","UP","assoc","methanol BOSS","1/186",0.755072889322826,0.972416215124923,0.200424618627599,"FEZF1"
"l-cysteine","DSigDB","UP","assoc","L-cysteine BOSS","1/186",0.755072889322826,0.972416215124923,0.200424618627599,"FEZF1"
"ethylparaben","DSigDB","UP","assoc","Ethylparaben BOSS","1/186",0.755072889322826,0.972416215124923,0.200424618627599,"IGFBP1"
"liothyronine","DSigDB","UP","assoc","liothyronine BOSS","1/187",0.756927075363919,0.972416215124923,0.197596708814691,"IGFBP1"
"zinc","DSigDB","UP","assoc","ZINC BOSS","1/187",0.756927075363919,0.972416215124923,0.197596708814691,"IGFBP1"
"ethanol","DSigDB","UP","assoc","ethanol BOSS","1/187",0.756927075363919,0.972416215124923,0.197596708814691,"IGFBP1"
"imatinib","DSigDB","UP","assoc","Imatinib mesylate BOSS","1/187",0.756927075363919,0.972416215124923,0.197596708814691,"IGFBP1"
"quercetin","DSigDB","UP","assoc","Quercetin dihydrate BOSS","1/187",0.756927075363919,0.972416215124923,0.197596708814691,"IGFBP1"
"erythorbic","DSigDB","UP","assoc","Erythorbic acid BOSS","1/187",0.756927075363919,0.972416215124923,0.197596708814691,"IGFBP1"
"sodium","DSigDB","UP","assoc","sodium chloride BOSS","1/187",0.756927075363919,0.972416215124923,0.197596708814691,"IGFBP1"
"d-glucose","DSigDB","UP","assoc","D-glucose BOSS","1/188",0.758767317249714,0.972416215124923,0.194816423618026,"IGFBP1"
"nickel","DSigDB","UP","assoc","NICKEL CTD 00006389","1/189",0.760593719271888,0.972416215124923,0.19208279002852,"IBSP"
"hydrogen","DSigDB","UP","assoc","hydrogen peroxide BOSS","1/189",0.760593719271888,0.972416215124923,0.19208279002852,"IGFBP1"
"metformin","DSigDB","UP","assoc","metformin BOSS","1/189",0.760593719271888,0.972416215124923,0.19208279002852,"IGFBP1"
"coke","DSigDB","UP","assoc","Coke BOSS","1/189",0.760593719271888,0.972416215124923,0.19208279002852,"FEZF1"
"superoxide","DSigDB","UP","assoc","Superoxide BOSS","1/189",0.760593719271888,0.972416215124923,0.19208279002852,"IGFBP1"
"l-glutamic","DSigDB","UP","assoc","L-glutamic acid BOSS","1/190",0.762406384791171,0.972416215124923,0.189394859184327,"IGFBP1"
"glutathione","DSigDB","UP","assoc","glutathione BOSS","1/190",0.762406384791171,0.972416215124923,0.189394859184327,"IGFBP1"
"l-glutamine","DSigDB","UP","assoc","L-glutamine BOSS","1/190",0.762406384791171,0.972416215124923,0.189394859184327,"IGFBP1"
"agn-pc-0jhfvd","DSigDB","UP","assoc","AGN-PC-0JHFVD BOSS","1/191",0.764205416363395,0.972416215124923,0.186751705553301,"IGFBP1"
"streptozocin","DSigDB","UP","assoc","streptozocin BOSS","1/191",0.764205416363395,0.972416215124923,0.186751705553301,"IGFBP1"
"n-acetyl-l-cysteine","DSigDB","UP","assoc","N-Acetyl-L-cysteine BOSS","1/191",0.764205416363395,0.972416215124923,0.186751705553301,"IGFBP1"
"insulin","DSigDB","UP","assoc","Insulin BOSS","1/191",0.764205416363395,0.972416215124923,0.186751705553301,"IGFBP1"
"serine","DSigDB","UP","assoc","serine BOSS","1/191",0.764205416363395,0.972416215124923,0.186751705553301,"IGFBP1"
"1-phosphatidyl-myo-inositol","DSigDB","UP","assoc","1-Phosphatidyl-myo-inositol BOSS","1/192",0.765990915866687,0.972416215124923,0.184152426143518,"IGFBP1"
"phetharbital","DSigDB","UP","assoc","Phetharbital BOSS","1/192",0.765990915866687,0.972416215124923,0.184152426143518,"IGFBP1"
"cyclosporin","DSigDB","UP","assoc","cyclosporin A BOSS","1/192",0.765990915866687,0.972416215124923,0.184152426143518,"MMP3"
"isoguanine","DSigDB","UP","assoc","Isoguanine BOSS","1/192",0.765990915866687,0.972416215124923,0.184152426143518,"IGFBP1"
"ethisterone","DSigDB","UP","assoc","ethisterone BOSS","1/193",0.767762984515712,0.972416215124923,0.181596139842854,"IGFBP1"
"dichloromethane","DSigDB","UP","assoc","DICHLOROMETHANE BOSS","1/193",0.767762984515712,0.972416215124923,0.181596139842854,"IGFBP1"
"diazepam","DSigDB","UP","assoc","diazepam BOSS","1/193",0.767762984515712,0.972416215124923,0.181596139842854,"IGFBP1"
"angiotensin","DSigDB","UP","assoc","Angiotensin II, human BOSS","1/193",0.767762984515712,0.972416215124923,0.181596139842854,"IGFBP1"
"folic","DSigDB","UP","assoc","folic acid CTD 00005997","1/194",0.769521722515126,0.972416215124923,0.179081987101333,"MMP3"
"furosemide","DSigDB","UP","assoc","furosemide BOSS","1/194",0.769521722515126,0.972416215124923,0.179081987101333,"IGFBP1"
"piperonyl","DSigDB","UP","assoc","PIPERONYL BUTOXIDE BOSS","1/194",0.769521722515126,0.972416215124923,0.179081987101333,"IGFBP1"
"platinum","DSigDB","UP","assoc","PLATINUM BOSS","1/194",0.769521722515126,0.972416215124923,0.179081987101333,"MUC16"
"aizen","DSigDB","UP","assoc","Aizen uranine BOSS","1/194",0.769521722515126,0.972416215124923,0.179081987101333,"IGFBP1"
"minoxidil","DSigDB","UP","assoc","minoxidil PC3 UP","2/371",0.769938292174929,0.972416215124923,0.18652341026286,"SAGE1;SSX1"
"r-atenolol","DSigDB","UP","assoc","R-atenolol PC3 UP","1/196",0.772999604567813,0.972416215124923,0.174176746275291,"SSX1"
"sanguinarine","DSigDB","UP","assoc","sanguinarine MCF7 UP","1/196",0.772999604567813,0.972416215124923,0.174176746275291,"SSX1"
"11-cis-retinal","DSigDB","UP","assoc","11-cis-Retinal BOSS","1/197",0.774718945567786,0.972416215124923,0.171784040108278,"IGFBP1"
"5-fluorouracil","DSigDB","UP","assoc","5-Fluorouracil BOSS","1/197",0.774718945567786,0.972416215124923,0.171784040108278,"IGFBP1"
"cyclophosphamide","DSigDB","UP","assoc","cyclophosphamide BOSS","1/198",0.776425350060985,0.972416215124923,0.16943022999867,"IGFBP1"
"acetylcholine","DSigDB","UP","assoc","Acetylcholine bromide BOSS","1/198",0.776425350060985,0.972416215124923,0.16943022999867,"IGFBP1"
"rapamycin","DSigDB","UP","assoc","rapamycin BOSS","1/198",0.776425350060985,0.972416215124923,0.16943022999867,"IGFBP1"
"hydrocortisone","DSigDB","UP","assoc","hydrocortisone BOSS","1/198",0.776425350060985,0.972416215124923,0.16943022999867,"IGFBP1"
"bisulfite","DSigDB","UP","assoc","Bisulfite BOSS","1/198",0.776425350060985,0.972416215124923,0.16943022999867,"IGFBP1"
"alprazolam","DSigDB","UP","assoc","alprazolam BOSS","1/199",0.778118914685229,0.97296290786166,0.167114554158495,"FEZF1"
"l-thyroxine","DSigDB","UP","assoc","L-thyroxine BOSS","1/201",0.781467907484982,0.974497763306798,0.162594647198258,"IGFBP1"
"capsaicin","DSigDB","UP","assoc","Capsaicin BOSS","1/202",0.783123525551458,0.974497763306798,0.16038898008971,"IGFBP1"
"dexamethasone","DSigDB","UP","assoc","dexamethasone BOSS","1/202",0.783123525551458,0.974497763306798,0.16038898008971,"IGFBP1"
"n-methyl-d-aspartic","DSigDB","UP","assoc","N-methyl-D-aspartic acid BOSS","1/203",0.784766683370011,0.974974980623416,0.158218574464887,"IGFBP1"
"8-azaguanine","DSigDB","UP","assoc","8-azaguanine PC3 DOWN","1/207",0.791216564958565,0.978277350284232,0.14987625919235,"HOXA11"
"dimethyl","DSigDB","UP","assoc","dimethyl sulfoxide CTD 00005842","1/207",0.791216564958565,0.978277350284232,0.14987625919235,"CLDN6"
"epinephrine","DSigDB","UP","assoc","epinephrine BOSS","1/207",0.791216564958565,0.978277350284232,0.14987625919235,"IGFBP1"
"doxycycline","DSigDB","UP","assoc","doxycycline HL60 UP","2/390",0.793459800250127,0.97948626059585,0.15681876707035,"GAGE2E;SSX1"
"alitretinoin","DSigDB","UP","assoc","Alitretinoin CTD 00003402","1/212",0.799009537271928,0.984766531605848,0.14016495086659,"PRAME"
"lucanthone","DSigDB","UP","assoc","LUCANTHONE CTD 00006227","1/213",0.800533103654285,0.98507571101497,0.138312367261648,"CST1"
"piperlongumine","DSigDB","UP","assoc","piperlongumine MCF7 UP","1/216",0.805035308654947,0.989043379204649,0.132924163584787,"BAAT"
"bisacodyl","DSigDB","UP","assoc","bisacodyl MCF7 UP","1/218",0.807980550505544,0.991088662585248,0.129468193239578,"HOXC13"
"[6-[6-(butanoylamino)purin-9-yl]-2-hydroxy-2-oxo-4a,6,7,7a-tetrahydro-4h-furo[3,2-d][1,3,2]dioxaphosphinin-7-yl]","DSigDB","UP","assoc","[6-[6-(butanoylamino)purin-9-yl]-2-hydroxy-2-oxo-4a,6,7,7a-tetrahydro-4H-furo[3,2-d][1,3,2]dioxaphosphinin-7-yl] butanoate CTD 00005796","1/224",0.816553697854832,0.9999961426043,0.119711647331549,"IGFBP1"
"pyrithyldione","DSigDB","UP","assoc","pyrithyldione HL60 UP","2/414",0.820138946456099,0.9999961426043,0.126416817014552,"GAGE2E;SSX1"
"celastrol","DSigDB","UP","assoc","celastrol MCF7 UP","1/229",0.823406733818484,0.9999961426043,0.112229263672163,"HOXC13"
"lithium","DSigDB","UP","assoc","LITHIUM CHLORIDE CTD 00007226","1/231",0.826076191569207,0.9999961426043,0.109388953027098,"ALPP"
"dexamethasone","DSigDB","UP","assoc","dexamethasone CTD 00005779","2/421",0.827321482153933,0.9999961426043,0.118795645830016,"IGFBP1;MMP3"
"daunorubicin","DSigDB","UP","assoc","daunorubicin MCF7 UP","1/232",0.827395849741136,0.9999961426043,0.107999999193026,"SSX1"
"retinoic","DSigDB","UP","assoc","Retinoic acid BOSS","1/232",0.827395849741136,0.9999961426043,0.107999999193026,"IGFBP1"
"bucladesine","DSigDB","UP","assoc","bucladesine HL60 UP","1/233",0.828705561189517,0.9999961426043,0.106631366886534,"SSX1"
"diethylstilbestrol","DSigDB","UP","assoc","diethylstilbestrol CTD 00005818","1/233",0.828705561189517,0.9999961426043,0.106631366886534,"HOTAIR"
"1-chloro-2,4-dinitrobenzene","DSigDB","UP","assoc","1-chloro-2,4-dinitrobenzene CTD 00005848","1/242",0.84005746186891,0.9999961426043,0.0951726369934017,"MMP3"
"carbamazepine","DSigDB","UP","assoc","carbamazepine CTD 00005574","2/436",0.841855850736405,0.9999961426043,0.104072612334892,"IGFBP1;SLCO1B3"
"ouabain","DSigDB","UP","assoc","ouabain MCF7 UP","1/246",0.844859786140491,0.9999961426043,0.0905383115330214,"HOXC13"
"cicloheximide","DSigDB","UP","assoc","cicloheximide PC3 DOWN","1/247",0.846037814688462,0.9999961426043,0.0894204375853869,"PRAME"
"amiodarone","DSigDB","UP","assoc","amiodarone CTD 00005381","3/625",0.851735511990403,0.9999961426043,0.101243345309282,"NPSR1;RDH8;COL11A1"
"digoxigenin","DSigDB","UP","assoc","digoxigenin MCF7 UP","1/255",0.855147675350725,0.9999961426043,0.0810231923718134,"HOXC13"
"minoxidil","DSigDB","UP","assoc","minoxidil PC3 DOWN","1/255",0.855147675350725,0.9999961426043,0.0810231923718134,"MAGEA3"
"tamoxifen","DSigDB","UP","assoc","tamoxifen CTD 00006827","4/802",0.856536952735101,0.9999961426043,0.101292654705673,"IGFBP1;IBSP;COL11A1;PRAME"
"curcumin","DSigDB","UP","assoc","curcumin BOSS","1/257",0.857340190221246,0.9999961426043,0.0790666414461844,"MMP3"
"emetine","DSigDB","UP","assoc","emetine PC3 DOWN","1/260",0.860567300060391,0.9999961426043,0.0762315634739223,"SSX1"
"zuclopenthixol","DSigDB","UP","assoc","zuclopenthixol PC3 DOWN","1/260",0.860567300060391,0.9999961426043,0.0762315634739223,"MAGEA3"
"pd","DSigDB","UP","assoc","PD 98059 CTD 00003206","1/262",0.862678313701127,0.9999961426043,0.07440556472371,"MMP3"
"tolnaftate","DSigDB","UP","assoc","tolnaftate PC3 UP","1/266",0.866805561196767,0.9999961426043,0.0709001272613112,"ALPP"
"ochratoxin","DSigDB","UP","assoc","OCHRATOXIN A CTD 00001202","1/297",0.894880377945014,0.9999961426043,0.0492420057306533,"IGFBP1"
"simvastatin","DSigDB","UP","assoc","simvastatin CTD 00007319","1/304",0.900356731152111,0.9999961426043,0.0454456714818846,"MMP8"
"17-ethynyl","DSigDB","UP","assoc","17-Ethynyl estradiol CTD 00005932","1/304",0.900356731152111,0.9999961426043,0.0454456714818846,"ALPP"
