"variable","label","n","threshold","pos_rate","tp_rate","fp_rate","harm","net_benefit"
"p_clin","p_clin",301,0.29,0.467116290322694,0.414388440269264,0.369664715876915,0,0.263398626742074
"p_clin","p_clin",301,0.3,0.467116290322694,0.411487445739138,0.352632155589766,0,0.260359379057809
"p_clin","p_clin",301,0.31,0.467116290322694,0.406573628107459,0.330967900131744,0,0.257877904859864
"p_clin","p_clin",301,0.32,0.467116290322694,0.404295370687467,0.31331260273446,0,0.256854145871251
"p_clin","p_clin",301,0.33,0.467116290322694,0.395527634305807,0.298824525162632,0,0.248345405494361
"p_clin","p_clin",301,0.34,0.467116290322694,0.392484980942656,0.288578141980933,0,0.243823513861569
"p_clin","p_clin",301,0.35,0.467116290322694,0.384853851593467,0.286242493921483,0,0.230723277943437
"p_clin","p_clin",301,0.36,0.467116290322694,0.377968229164394,0.276516820669493,0,0.222427517537804
"p_clin","p_clin",301,0.37,0.467116290322694,0.366841192023316,0.264388043857083,0,0.211565674202489
"p_clin","p_clin",301,0.38,0.467116290322694,0.360309510560199,0.260952947911562,0,0.200370607001499
"p_clin","p_clin",301,0.39,0.467116290322694,0.357387399461384,0.250586022465527,0,0.197176663786703
"p_clin","p_clin",301,0.4,0.467116290322694,0.342863011470575,0.245176855639059,0,0.179411774377869
"p_clin","p_clin",301,0.41,0.467116290322694,0.335751133739501,0.238999696825283,0,0.169666598657524
"p_clin","p_clin",301,0.42,0.467116290322694,0.323955356045364,0.220895142293507,0,0.163996804729376
"p_clin","p_clin",301,0.43,0.467116290322694,0.310088232353227,0.208184192895942,0,0.153036999115938
"p_clin","p_clin",301,0.44,0.467116290322694,0.309052033753206,0.195931354951113,0,0.15510596914876
"p_clin","p_clin",301,0.45,0.467116290322694,0.301372662090749,0.190321690068719,0,0.145654915670888
"p_clin","p_clin",301,0.46,0.467116290322694,0.298808342487339,0.182919232263491,0,0.142988255744365
"p_clin","p_clin",301,0.47,0.467116290322694,0.291990067793349,0.183092988685056,0,0.129624587261319
"p_clin","p_clin",301,0.48,0.467116290322694,0.276365863691965,0.172139119696739,0,0.117468214741129
"p_clin","p_clin",301,0.49,0.467116290322694,0.267327376664081,0.161244051907347,0,0.112406620909963
"p_clin","p_clin",301,0.5,0.467116290322694,0.261283954092307,0.153998437934271,0,0.107285516158037
"p_comb","p_comb",301,0,0.467116290322694,0.467116290322694,0.532883709677306,0,0.467116290322694
"p_comb","p_comb",301,0.01,0.467116290322694,0.467564202836879,0.529113538026909,0,0.462219621644688
"p_comb","p_comb",301,0.02,0.467116290322694,0.468924542216586,0.524430939510989,0,0.458221869981668
"p_comb","p_comb",301,0.03,0.467116290322694,0.469139970235771,0.504281956674528,0,0.45354362106027
"p_comb","p_comb",301,0.04,0.467116290322694,0.471761148101164,0.488371742264284,0,0.451412325506819
"p_comb","p_comb",301,0.05,0.467116290322694,0.470668145831199,0.486142485398037,0,0.445081699231302
"p_comb","p_comb",301,0.06,0.467116290322694,0.474107770209452,0.462769306202508,0,0.444569303856101
"p_comb","p_comb",301,0.07,0.467116290322694,0.472038242825838,0.448227537905059,0,0.438300686209329
"p_comb","p_comb",301,0.08,0.467116290322694,0.470421703255203,0.439877300067056,0,0.432171503249372
"p_comb","p_comb",301,0.09,0.467116290322694,0.462750741334272,0.444226002851774,0,0.418816301491789
"p_comb","p_comb",301,0.1,0.467116290322694,0.464177592416509,0.419543337816049,0,0.417561665992504
"p_comb","p_comb",301,0.11,0.467116290322694,0.458474530569625,0.415279622254295,0,0.407147835684263
"p_comb","p_comb",301,0.12,0.467116290322694,0.456148611311018,0.391027468423201,0,0.402826683798763
"p_comb","p_comb",301,0.13,0.467116290322694,0.450149456879725,0.373770808901006,0,0.394298646354287
"p_comb","p_comb",301,0.14,0.467116290322694,0.445457533362809,0.368495955009284,0,0.385469819756646
"p_comb","p_comb",301,0.15,0.467116290322694,0.446066764507481,0.354597687319762,0,0.383490702039288
"p_comb","p_comb",301,0.16,0.467116290322694,0.444721240156413,0.336009656853554,0,0.380719400755736
"p_comb","p_comb",301,0.17,0.467116290322694,0.445754524866063,0.328331853871479,0,0.378505831904434
"p_comb","p_comb",301,0.18,0.467116290322694,0.438050200167159,0.322747142025532,0,0.367203266551799
"p_comb","p_comb",301,0.19,0.467116290322694,0.442807513866409,0.304700791781431,0,0.371334488633728
"p_comb","p_comb",301,0.2,0.467116290322694,0.441924670127126,0.292294598975864,0,0.36885102038316
