"variable","label","n","threshold","pos_rate","tp_rate","fp_rate","harm","net_benefit"
"p_comb","Combined",300,0.01,0.399999999999999,0.399999999999999,0.600000000000001,0,0.393939393939393
"p_comb","Combined",300,0.02,0.399999999999999,0.399999999999999,0.600000000000001,0,0.387755102040815
"p_comb","Combined",300,0.03,0.399999999999999,0.399999999999999,0.600000000000001,0,0.381443298969071
"p_comb","Combined",300,0.04,0.399999999999999,0.399999999999999,0.600000000000001,0,0.374999999999999
"p_comb","Combined",300,0.05,0.399999999999999,0.399999999999999,0.600000000000001,0,0.368421052631578
"p_comb","Combined",300,0.06,0.399999999999999,0.399999999999999,0.600000000000001,0,0.361702127659573
"p_comb","Combined",300,0.07,0.399999999999999,0.399999999999999,0.600000000000001,0,0.354838709677418
"p_comb","Combined",300,0.08,0.399999999999999,0.396666666666668,0.589999999999999,0,0.345362318840581
"p_comb","Combined",300,0.09,0.399999999999999,0.396666666666667,0.583333333333333,0,0.338974358974359
"p_comb","Combined",300,0.1,0.399999999999999,0.396666666666666,0.573333333333334,0,0.332962962962962
"p_comb","Combined",300,0.11,0.399999999999999,0.393333333333334,0.549999999999999,0,0.325355805243446
"p_comb","Combined",300,0.12,0.399999999999999,0.393333333333333,0.540000000000001,0,0.319696969696969
"p_comb","Combined",300,0.13,0.399999999999999,0.39,0.523333333333333,0,0.311800766283525
"p_comb","Combined",300,0.14,0.399999999999999,0.386666666666666,0.506666666666667,0,0.304186046511627
"p_comb","Combined",300,0.15,0.399999999999999,0.386666666666667,0.496666666666667,0,0.299019607843137
"p_comb","Combined",300,0.16,0.399999999999999,0.383333333333332,0.483333333333334,0,0.29126984126984
"p_comb","Combined",300,0.17,0.399999999999999,0.376666666666666,0.46,0,0.282449799196787
"p_comb","Combined",300,0.18,0.399999999999999,0.376666666666667,0.436666666666667,0,0.280813008130081
"p_comb","Combined",300,0.19,0.399999999999999,0.369999999999999,0.423333333333334,0,0.270699588477365
