"drug","n_arms","both_arms","n_signatures","min_adj_p","arms","libraries","max_combined","rank"
"livf001-021",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.6977777236741,1823
"maleic-hydrazide",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.6977777236741,1824
"md-ii-051",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.6977777236741,1825
"monochloroacetic-acid",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.6977777236741,1826
"morphothebaine",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.6977777236741,1827
"naproxol",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.6977777236741,1828
"neurodazine",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.6977777236741,1829
"oprozomib",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.6977777236741,1830
"oxiracetam",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.6977777236741,1831
"p-5091",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.6977777236741,1832
"phenol",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.6977777236741,1833
"piperonyl-butoxide",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.6977777236741,1834
"pranoprofen",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.6977777236741,1835
"quinisocaine",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.6977777236741,1836
"rdr-01440sc",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.6977777236741,1837
"ricinine",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.6977777236741,1838
"rifamycin-sv",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.6977777236741,1839
"ro-16-6941",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.6977777236741,1840
"rs-102221",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.6977777236741,1841
"sa-1456227",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.6977777236741,1842
"sa-1457169",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.6977777236741,1843
"sa-1457305",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.6977777236741,1844
"sa-1458450",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.6977777236741,1845
"sa-419050",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.6977777236741,1846
"sa-85148",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.6977777236741,1847
"sb-683698",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.6977777236741,1848
"smi-4a",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.6977777236741,1849
"stanozolol",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.6977777236741,1850
"tipifarnib-p2",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.6977777236741,1851
"tirasemtiv",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.6977777236741,1852
"trolox",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.6977777236741,1853
"tubastatin-a",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.6977777236741,1854
"tul xix002",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.6977777236741,1855
"upf-1069",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.6977777236741,1856
"xylazine",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.6977777236741,1857
"zonisamide",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.6977777236741,1858
"abiraterone",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.5671500925794,1859
"alprenolol",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.5671500925794,1860
"amg-900",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.5671500925794,1861
"amprenavir",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.5671500925794,1862
"anethole",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.5671500925794,1863
"antalarmin",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.5671500925794,1864
"ar-a014418",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.5671500925794,1865
"balapiravir",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.5671500925794,1866
"balicatib",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.5671500925794,1867
"bay-598",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.5671500925794,1868
"cbb-1007",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.5671500925794,1869
"celiprolol",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.5671500925794,1870
"chlordiazepoxide",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.5671500925794,1871
"clonidine",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.5671500925794,1872
"danegaptide",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.5671500925794,1873
"deferoxamine-mesylate",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.5671500925794,1874
"dorsomorphin",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.5671500925794,1875
"enoximone",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.5671500925794,1876
"ethyl-methanesulfonate",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.5671500925794,1877
"gpr151 alarin",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.5671500925794,1878
"gtp-14564",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.5671500925794,1879
"gw-441756",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.5671500925794,1880
"i-070754",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.5671500925794,1881
"indacaterol",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.5671500925794,1882
"istaroxime",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.5671500925794,1883
"kasugamycin",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.5671500925794,1884
"km-01366",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.5671500925794,1885
"ku-c104133",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.5671500925794,1886
"ku-c104228",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.5671500925794,1887
"l-744832",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.5671500925794,1888
"latrunculin-b",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.5671500925794,1889
"lavendustin-c",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.5671500925794,1890
"linagliptin",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.5671500925794,1891
"lomofungin",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.5671500925794,1892
"loratadine",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.5671500925794,1893
"ml-7",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.5671500925794,1894
"monastrol",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.5671500925794,1895
"mrs-1845",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.5671500925794,1896
"nafadotride",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.5671500925794,1897
"nifekalant",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.5671500925794,1898
"odq",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.5671500925794,1899
"oxandrolone",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.5671500925794,1900
"phenolphthalein",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.5671500925794,1901
"pirenzepine",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.5671500925794,1902
"potassium-dichromate",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.5671500925794,1903
"propantheline",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.5671500925794,1904
"propylpyrazole",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.5671500925794,1905
"r-59022",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.5671500925794,1906
"ripazepam",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.5671500925794,1907
"sa-1456508",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.5671500925794,1908
"sa-1457472",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.5671500925794,1909
"sa-432137",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.5671500925794,1910
"sb-222200",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.5671500925794,1911
"spectinomycin",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.5671500925794,1912
"sumatriptan",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.5671500925794,1913
"t-0156",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.5671500925794,1914
"talmapimod",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.5671500925794,1915
"temocapril",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.5671500925794,1916
"trelagliptin",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.5671500925794,1917
"tulobuterol",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.5671500925794,1918
"vidarabine",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.5671500925794,1919
"vinburnine",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.5671500925794,1920
"vu-0413247-1",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.5671500925794,1921
"vx-702",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.5671500925794,1922
"acetylsalicylsalicylic-acid",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.4379621213259,1923
"acifran",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.4379621213259,1924
"ag-490",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.4379621213259,1925
"amitifadine",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.4379621213259,1926
"anidulafungin",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.4379621213259,1927
"bay-59-3074",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.4379621213259,1928
"bendroflumethiazide",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.4379621213259,1929
"benzanthrone",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.4379621213259,1930
"camicinal",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.4379621213259,1931
"carbacyclin",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.4379621213259,1932
"cdk/crk-inhibitor",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.4379621213259,1933
"ceforanide",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.4379621213259,1934
"clopidogrel",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.4379621213259,1935
"dapt-gsi-ix",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.4379621213259,1936
"dcpib",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.4379621213259,1937
"eseroline",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.4379621213259,1938
"exisulind",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.4379621213259,1939
"flubendazole",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.4379621213259,1940
"galr2 galanin",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.4379621213259,1941
"gw-311616",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.4379621213259,1942
"ilomastat",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.4379621213259,1943
"jte-013",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.4379621213259,1944
"ketotifen",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.4379621213259,1945
"km-00927",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.4379621213259,1946
"km-03472sc",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.4379621213259,1947
"ku-14r",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.4379621213259,1948
"ku-c104224",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.4379621213259,1949
"kuc104240n",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.4379621213259,1950
"l-13",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.4379621213259,1951
"l-733060",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.4379621213259,1952
"l-741742",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.4379621213259,1953
"lansoprazole",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.4379621213259,1954
"levocetirizine",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.4379621213259,1955
"levodopa",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.4379621213259,1956
"lumiracoxib",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.4379621213259,1957
"ly-2157299",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.4379621213259,1958
"mc1568",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.4379621213259,1959
"mibefradil",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.4379621213259,1960
"mk-801",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.4379621213259,1961
"my-5445",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.4379621213259,1962
"nci-16221",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.4379621213259,1963
"norethindrone",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.4379621213259,1964
"nsc-119889",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.4379621213259,1965
"oxyquinoline",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.4379621213259,1966
"phenelzine",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.4379621213259,1967
"pnu-22394",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.4379621213259,1968
"pyrogallol",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.4379621213259,1969
"ran-03",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.4379621213259,1970
"rg-4733",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.4379621213259,1971
"roxarsone",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.4379621213259,1972
"sa-102695",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.4379621213259,1973
"sa-1460110",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.4379621213259,1974
"sa-1920756",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.4379621213259,1975
"sa-1920890",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.4379621213259,1976
"sa-1921614",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.4379621213259,1977
"saccharin",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.4379621213259,1978
"saclofen",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.4379621213259,1979
"sd-6-035-a9",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.4379621213259,1980
"sinefungin",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.4379621213259,1981
"skf-83822",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.4379621213259,1982
"sodium-nitrite",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.4379621213259,1983
"sr-33805",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.4379621213259,1984
"st-208960",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.4379621213259,1985
"tetramisole",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.4379621213259,1986
"tiaprofenic-acid",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.4379621213259,1987
"tolcapone",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.4379621213259,1988
"totaralolal",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.4379621213259,1989
"vx-809",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.4379621213259,1990
"wp-1130",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.4379621213259,1991
"yl-51",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.4379621213259,1992
"yl-59",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.4379621213259,1993
"zebularine",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.4379621213259,1994
"6-hydroxytropinone",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.3101929951464,1995
"646 0226 7557",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.3101929951464,1996
"abt-702",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.3101929951464,1997
"ag-370",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.3101929951464,1998
"alpelisib",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.3101929951464,1999
"anle-138b",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.3101929951464,2000
"arn-509",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.3101929951464,2001
"atipamezole",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.3101929951464,2002
"balsalazide",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.3101929951464,2003
"benzyl-alcohol",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.3101929951464,2004
"bergapten",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.3101929951464,2005
"betazole",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.3101929951464,2006
"bg-1029",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.3101929951464,2007
"bisbenzimide",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.3101929951464,2008
"byssochlamic-acid",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.3101929951464,2009
"candesartan-cilextil",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.3101929951464,2010
"cay-10578",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.3101929951464,2011
"centazolone",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.3101929951464,2012
"cinanserin",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.3101929951464,2013
"cinepazide",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.3101929951464,2014
"clemizole",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.3101929951464,2015
"clobutinol",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.3101929951464,2016
"cvf-sumo-13",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.3101929951464,2017
"deracoxib",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.3101929951464,2018
"desmethylclomipramine",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.3101929951464,2019
"dizocilpine",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.3101929951464,2020
"dopamine",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.3101929951464,2021
"e-4031",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.3101929951464,2022
