"drug","n_arms","both_arms","n_signatures","min_adj_p","arms","libraries","max_combined","rank"
"epz-005687",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.3101929951464,2023
"esomeprazole",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.3101929951464,2024
"ethylene-thiourea",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.3101929951464,2025
"evoxine",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.3101929951464,2026
"famciclovir",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.3101929951464,2027
"fatostatin",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.3101929951464,2028
"gentamycin-sulfate",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.3101929951464,2029
"granisetron",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.3101929951464,2030
"gs-9973",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.3101929951464,2031
"hydrocortisone-hemisuccinate",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.3101929951464,2032
"ibudilast",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.3101929951464,2033
"iloprost",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.3101929951464,2034
"iodoquinol",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.3101929951464,2035
"iso-olomoucine",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.3101929951464,2036
"kd-025",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.3101929951464,2037
"khellin",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.3101929951464,2038
"l-25",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.3101929951464,2039
"lamivudine",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.3101929951464,2040
"melengestrol",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.3101929951464,2041
"midodrine",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.3101929951464,2042
"mm77",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.3101929951464,2043
"mw-stk33-4a",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.3101929951464,2044
"o-toluidinehcl",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.3101929951464,2045
"odanacatib",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.3101929951464,2046
"prednisolone-hemisuccinate",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.3101929951464,2047
"proxyfan",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.3101929951464,2048
"psh-010",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.3101929951464,2049
"ramipril",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.3101929951464,2050
"ran-29",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.3101929951464,2051
"sa-102607",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.3101929951464,2052
"sa-1459256",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.3101929951464,2053
"sa-1919248",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.3101929951464,2054
"salidroside",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.3101929951464,2055
"sdm-25n",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.3101929951464,2056
"st-4066738",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.3101929951464,2057
"stat-5-inhibitor",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.3101929951464,2058
"succinylsulfathiazole",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.3101929951464,2059
"suxibuzone",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.3101929951464,2060
"t-0901317",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.3101929951464,2061
"talinolol",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.3101929951464,2062
"testosterone-enanthate",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.3101929951464,2063
"tl-hras-24",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.3101929951464,2064
"tolazoline",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.3101929951464,2065
"tyrphostin-1",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.3101929951464,2066
"way-213613",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.3101929951464,2067
"zacopride",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.3101929951464,2068
"zd-2079",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.3101929951464,2069
"zolantidine",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.3101929951464,2070
"650 0048 7570",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.1838222782525,2071
"adaptavir",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.1838222782525,2072
"avicin-g",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.1838222782525,2073
"azauridine",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.1838222782525,2074
"bibx-1382",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.1838222782525,2075
"butaclamol",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.1838222782525,2076
"carmustine",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.1838222782525,2077
"cgp-55845",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.1838222782525,2078
"cgs-21680",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.1838222782525,2079
"cholic-acid",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.1838222782525,2080
"climbazole",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.1838222782525,2081
"ct-7758",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.1838222782525,2082
"cytarabine",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.1838222782525,2083
"delivert",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.1838222782525,2084
"depudecin",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.1838222782525,2085
"endecaphyllin-x",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.1838222782525,2086
"epz-5676",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.1838222782525,2087
"erbstatin-analog",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.1838222782525,2088
"fgfr3 fbs",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.1838222782525,2089
"fleroxacin",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.1838222782525,2090
"gedunin",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.1838222782525,2091
"golvatinib",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.1838222782525,2092
"goserelin",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.1838222782525,2093
"hydroquinidine",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.1838222782525,2094
"indobufen",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.1838222782525,2095
"isbufylline",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.1838222782525,2096
"k-145",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.1838222782525,2097
"latamoxef",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.1838222782525,2098
"linoleamide",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.1838222782525,2099
"lisuride",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.1838222782525,2100
"lobendazole",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.1838222782525,2101
"loracarbef",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.1838222782525,2102
"ly-341495",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.1838222782525,2103
"malathion",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.1838222782525,2104
"mdl-11939",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.1838222782525,2105
"melphalan",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.1838222782525,2106
"moxifloxacin",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.1838222782525,2107
"mw-a1-6",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.1838222782525,2108
"nadolol",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.1838222782525,2109
"nalidixic-acid",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.1838222782525,2110
"nsc-697923",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.1838222782525,2111
"ntncb",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.1838222782525,2112
"phccc",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.1838222782525,2113
"pimosertib",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.1838222782525,2114
"psh-008",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.1838222782525,2115
"quipazine",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.1838222782525,2116
"ro-10-5824",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.1838222782525,2117
"rociletinib",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.1838222782525,2118
"sa-1017940",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.1838222782525,2119
"sa-1459454",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.1838222782525,2120
"sa-1463787",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.1838222782525,2121
"sa-1921617",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.1838222782525,2122
"sa-247654",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.1838222782525,2123
"sal-1",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.1838222782525,2124
"sch-28080",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.1838222782525,2125
"secnidazole",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.1838222782525,2126
"selegiline",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.1838222782525,2127
"suramin",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.1838222782525,2128
"tetrabenazine",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.1838222782525,2129
"tiotidine",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.1838222782525,2130
"toloxatone",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.1838222782525,2131
"tp-0903",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.1838222782525,2132
"tul-xix029",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.1838222782525,2133
"viloxazine",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.1838222782525,2134
"vu-0415535-1",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.1838222782525,2135
"ym-155",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.1838222782525,2136
"zaprinast",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.1838222782525,2137
"alitretinoin",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.0588299061298,2138
"asa-404",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.0588299061298,2139
"bg-1004",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.0588299061298,2140
"bp-554",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.0588299061298,2141
"cts-1027",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.0588299061298,2142
"cx-516",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.0588299061298,2143
"deoxyandirobin",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.0588299061298,2144
"dioxane",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.0588299061298,2145
"dpcpx",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.0588299061298,2146
"dyphylline",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.0588299061298,2147
"endo-iwr-1",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.0588299061298,2148
"fraxetin",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.0588299061298,2149
"ginkgolide-a",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.0588299061298,2150
"glucosamine",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.0588299061298,2151
"glutamyldopamine",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.0588299061298,2152
"gw-7647",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.0588299061298,2153
"h-9",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.0588299061298,2154
"hdac3-selective",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.0588299061298,2155
"ki-16425",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.0588299061298,2156
"mazindol",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.0588299061298,2157
"mestinon",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.0588299061298,2158
"navarixin",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.0588299061298,2159
"pati-1-2-3",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.0588299061298,2160
"pentylenetetrazol",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.0588299061298,2161
"pyrantel-pamoate",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.0588299061298,2162
"robustic-acid",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.0588299061298,2163
"rve-viii-11",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.0588299061298,2164
"sa-1459031",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.0588299061298,2165
"sa-422830",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.0588299061298,2166
"sa-424764",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.0588299061298,2167
"sch-23390",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.0588299061298,2168
"tebipenem",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.0588299061298,2169
"terguride",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.0588299061298,2170
"traxoprodil",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.0588299061298,2171
"trimetazidine",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.0588299061298,2172
"unc-1999",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.0588299061298,2173
"vismodegib",1,FALSE,1,0.0333900455091851,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",15.0588299061298,2174
"amthamine",1,FALSE,1,0.0338077100032769,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",14.935196177298,2175
"azd-5069",1,FALSE,1,0.0338077100032769,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",14.935196177298,2176
"bg-1032",1,FALSE,1,0.0338077100032769,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",14.935196177298,2177
"depomedrol",1,FALSE,1,0.0338077100032769,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",14.935196177298,2178
"dfci-lw10",1,FALSE,1,0.0338077100032769,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",14.935196177298,2179
"gpr151 fbs",1,FALSE,1,0.0338077100032769,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",14.935196177298,2180
"ifenprodil",1,FALSE,1,0.0338077100032769,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",14.935196177298,2181
"ku-c104219",1,FALSE,1,0.0338077100032769,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",14.935196177298,2182
"tetramethyl-haematoxylone",1,FALSE,1,0.0338077100032769,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",14.935196177298,2183
"zk-756326",1,FALSE,1,0.0338077100032769,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",14.935196177298,2184
"palda",1,FALSE,1,0.0338841474481683,"DOWN","LINCS_L1000_Chem_Pert_up",38.7152170373492,2185
"bd 1063 dihydrochloride",1,FALSE,1,0.034105792002463,"DOWN","LINCS_L1000_Chem_Pert_up",59.9367121498702,2186
"ku-0063794",1,FALSE,1,0.034105792002463,"DOWN","LINCS_L1000_Chem_Pert_up",59.9367121498702,2187
"pd 102807",1,FALSE,1,0.034105792002463,"DOWN","LINCS_L1000_Chem_Pert_up",59.9367121498702,2188
"brd-k14328427",1,FALSE,1,0.0343331230817566,"UP","LINCS_L1000_Chem_Pert_down",40.937161452179,2189
"ntncb hydrochloride",1,FALSE,1,0.0345439713362956,"DOWN","LINCS_L1000_Chem_Pert_up",29.1523825197387,2190
"tibolone",1,FALSE,1,0.0345711805958103,"DOWN","Drug_Perturbations_from_GEO_up",17.498434317831,2191
"brd-k03015355",1,FALSE,1,0.0345974527634415,"UP","LINCS_L1000_Chem_Pert_down",88.5174769545274,2192
"brd-k94248251",1,FALSE,1,0.0345974527634415,"UP","LINCS_L1000_Chem_Pert_down",88.5174769545274,2193
"cyclopiazonic acid",1,FALSE,1,0.0345974527634415,"UP","LINCS_L1000_Chem_Pert_down",88.5174769545274,2194
"epitiostanol",1,FALSE,1,0.0345974527634415,"UP","LINCS_L1000_Chem_Pert_down",88.5174769545274,2195
"tamoxifen citrate",1,FALSE,1,0.0345974527634415,"UP","LINCS_L1000_Chem_Pert_down",88.5174769545274,2196
"brd-k11663430",1,FALSE,1,0.0347272338225179,"DOWN","LINCS_L1000_Chem_Pert_up",37.937985979472,2197
"brd-k36055864 (cycloheximide)",1,FALSE,1,0.0347272338225179,"DOWN","LINCS_L1000_Chem_Pert_up",37.937985979472,2198
"brd-k65904652",1,FALSE,1,0.0356665994039553,"DOWN","LINCS_L1000_Chem_Pert_up",57.6852303553244,2199
"fu jmbii113b",1,FALSE,1,0.0356665994039553,"DOWN","LINCS_L1000_Chem_Pert_up",57.6852303553244,2200
"hy-11006",1,FALSE,1,0.0356665994039553,"DOWN","LINCS_L1000_Chem_Pert_up",57.6852303553244,2201
"penfluridol",1,FALSE,1,0.0356665994039553,"DOWN","LINCS_L1000_Chem_Pert_up",23.7260456372525,2202
"digoxin",1,FALSE,1,0.0357739705143103,"UP","LINCS_L1000_Chem_Pert_down",27.1526270455459,2203
"tw 37",1,FALSE,2,0.0358395436642627,"DOWN","LINCS_L1000_Chem_Pert_up",30.7309360661261,2204
"colorectal",1,FALSE,1,0.0363369356291281,"UP","Drug_Perturbations_from_GEO_down",16.0607660967318,2205
"brd-k74761218",1,FALSE,1,0.036443010982834,"DOWN","LINCS_L1000_Chem_Pert_up",23.4977442917343,2206
"heregulin",1,FALSE,1,0.0367170275029296,"UP","Drug_Perturbations_from_GEO_down",15.9480421320603,2207
"brd-k92317137",1,FALSE,1,0.0367802523493052,"DOWN","LINCS_L1000_Chem_Pert_up",20.450440349303,2208
"brd-k04534322",1,FALSE,1,0.0368081990370456,"DOWN","LINCS_L1000_Chem_Pert_up",36.4520131932931,2209
"nsc 95397",1,FALSE,1,0.0368081990370456,"DOWN","LINCS_L1000_Chem_Pert_up",36.4520131932931,2210
"tamoxifen, 4-hydroxy-, (z)-",1,FALSE,1,0.0368081990370456,"DOWN","LINCS_L1000_Chem_Pert_up",36.4520131932931,2211
"narciclasine",1,FALSE,1,0.0368345193885788,"UP","LINCS_L1000_Chem_Pert_down",26.6918224127246,2212
"brd-k41859756",1,FALSE,1,0.0369093689946218,"UP","LINCS_L1000_Chem_Pert_down",15.9480421320603,2213
"brd-k55536701",1,FALSE,1,0.0373811957098554,"DOWN","LINCS_L1000_Chem_Pert_up",55.5644378455306,2214
"pentetic acid",1,FALSE,1,0.0373811957098554,"DOWN","LINCS_L1000_Chem_Pert_up",55.5644378455306,2215
"brd-k17953061",1,FALSE,2,0.0374433270041151,"DOWN","LINCS_L1000_Chem_Pert_up",35.051333640678,2216
"2-chloro-7-methoxyphenothiazine",1,FALSE,1,0.0375107421962784,"DOWN","LINCS_L1000_Chem_Pert_up",133.801062483385,2217
"s1014",1,FALSE,1,0.0375107421962784,"DOWN","LINCS_L1000_Chem_Pert_up",133.801062483385,2218
"brd-a19248578",1,FALSE,1,0.0375546761745253,"UP","LINCS_L1000_Chem_Pert_down",38.4994164313284,2219
"curcumin",1,FALSE,1,0.0375546761745253,"UP","LINCS_L1000_Chem_Pert_down",38.4994164313284,2220
"gant 58",1,FALSE,1,0.0375546761745253,"UP","LINCS_L1000_Chem_Pert_down",38.4994164313284,2221
"ha-1004",1,FALSE,1,0.0375546761745253,"UP","LINCS_L1000_Chem_Pert_down",38.4994164313284,2222
"brd-k38615104",1,FALSE,1,0.038672830183914,"DOWN","LINCS_L1000_Chem_Pert_up",53.5639389043474,2223
"gsk-429286a",1,FALSE,1,0.038672830183914,"DOWN","LINCS_L1000_Chem_Pert_up",53.5639389043474,2224
"bibu 1361 dihydrochloride",1,FALSE,1,0.038672830183914,"DOWN","LINCS_L1000_Chem_Pert_up",35.051333640678,2225
"brd-a61825514",1,FALSE,1,0.038672830183914,"DOWN","LINCS_L1000_Chem_Pert_up",35.051333640678,2226
"brd-k14788918",1,FALSE,2,0.038672830183914,"DOWN","LINCS_L1000_Chem_Pert_up",35.051333640678,2227
